Calls,Cost,Prior Purchases,Importance,Discount,Weight (gram),Late
3,180,4,1,55,1165,1
3,153,5,0,12,1972,1
4,162,2,0,2,1714,1
3,135,3,0,27,1898,1
3,242,3,1,3,2268,1
4,206,3,1,33,2804,1
5,253,6,1,12,2486,1
5,208,3,1,8,3442,1
3,250,3,0,49,3798,1
4,143,2,1,20,1360,1
5,236,3,1,7,3589,1
4,147,3,0,15,1956,1
2,113,5,0,9,1957,1
5,165,2,2,46,1482,1
4,235,4,0,50,2020,1
4,186,10,0,45,3722,1
4,274,10,1,5,3910,1
2,163,3,1,35,1547,1
4,161,3,0,22,1819,1
4,264,2,0,8,2436,1
3,255,2,1,3,2894,1
4,258,3,1,53,2428,1
5,261,8,1,1,3308,1
5,188,7,1,48,2466,1
3,188,3,2,9,3206,1
3,160,10,1,29,1952,1
3,214,2,0,50,2720,1
4,209,8,1,59,2948,1
4,208,7,2,65,2674,1
3,265,4,0,50,2249,1
4,161,2,2,21,1075,1
5,217,3,2,21,2600,1
3,210,2,0,35,2741,1
3,179,2,0,62,1765,1
3,180,4,1,52,1329,1
4,158,5,1,55,1936,1
6,291,5,1,53,1682,1
5,231,2,1,55,3894,1
4,163,4,0,49,1470,1
5,146,3,0,41,1204,1
2,272,2,0,24,3638,1
2,121,2,1,18,1839,1
6,118,2,0,40,1014,1
3,173,2,0,14,1638,1
4,243,2,0,23,2686,1
5,229,3,1,29,2505,1
5,96,4,1,12,1655,1
5,249,3,1,55,3558,1
3,165,2,0,24,1966,1
4,223,3,1,63,2427,1
3,267,2,0,52,2949,1
4,140,2,0,47,1831,1
4,209,3,0,44,2075,1
3,243,3,1,4,3189,1
3,175,4,1,17,1276,1
5,133,3,0,9,1051,1
3,167,3,1,24,1111,1
6,172,6,2,50,1052,1
5,257,2,0,55,2257,1
3,202,2,1,39,3857,1
3,223,3,1,31,3942,1
3,182,2,0,40,2592,1
3,234,3,1,33,2789,1
3,140,3,0,30,1035,1
4,136,3,1,9,1548,1
4,210,3,1,6,2568,1
5,259,3,2,37,3023,1
4,141,2,1,52,1012,1
4,151,4,1,13,1583,1
3,164,3,1,43,1423,1
3,141,2,1,48,1758,1
3,271,2,1,15,3542,1
4,191,4,0,15,2544,1
3,181,3,1,22,3266,1
3,241,5,0,8,2182,1
3,254,3,1,3,2837,1
3,146,6,1,62,1162,1
5,271,2,2,46,2744,1
3,185,2,1,42,2803,1
4,170,3,0,9,1138,1
4,265,2,1,18,3327,1
4,142,4,0,8,1777,1
2,228,2,0,49,3024,1
4,262,4,0,16,2871,1
3,205,2,1,54,2427,1
4,178,2,2,39,1362,1
2,153,2,0,46,1130,1
3,186,2,0,63,3447,1
4,167,3,2,22,1403,1
3,148,2,0,42,1950,1
3,167,2,0,2,1010,1
3,261,5,1,45,2488,1
3,166,3,1,43,1095,1
3,226,2,0,18,2319,1
3,260,3,0,21,2003,1
5,246,3,1,44,3993,1
3,221,3,0,21,3686,1
5,191,4,1,63,2039,1
3,138,5,1,8,1349,1
3,146,3,1,16,1714,1
3,193,3,1,11,3188,1
3,229,2,1,12,3111,1
4,239,2,2,16,2504,1
6,103,4,1,37,1093,1
5,254,5,0,36,2039,1
2,198,2,0,11,3686,1
3,208,3,1,61,3783,1
3,253,2,1,17,2205,1
4,261,2,2,47,2336,1
3,156,3,1,49,1253,1
4,97,2,0,26,1598,1
2,275,2,0,41,2546,1
2,189,2,2,48,2429,1
3,236,3,1,28,3290,1
5,170,3,1,60,1883,1
4,251,2,0,53,2673,1
3,205,2,1,58,2187,1
4,135,3,1,53,1744,1
3,231,2,1,24,2177,1
3,257,3,1,56,2941,1
5,162,3,2,57,1233,1
6,237,5,2,63,2573,1
3,134,4,1,53,1887,1
2,163,3,1,24,1119,1
5,264,3,1,27,2019,1
5,173,4,0,21,1674,1
2,191,3,0,58,2586,1
3,152,3,1,5,1385,1
3,272,4,0,23,2048,1
4,198,2,0,60,3368,1
4,260,4,1,40,3668,1
4,158,6,1,43,1478,1
5,252,4,1,63,3729,1
4,199,3,0,64,2470,1
4,272,4,0,62,2307,1
3,209,3,0,37,2215,1
3,147,4,0,13,1657,1
4,166,4,0,63,1759,1
3,165,2,0,48,1706,1
4,162,2,1,57,1715,1
3,255,3,1,23,3764,1
5,179,5,0,38,1437,1
3,250,2,2,61,3207,1
3,251,2,0,28,3936,1
4,198,2,0,5,2270,1
3,148,2,1,34,1053,1
4,268,3,1,3,2758,1
5,239,3,0,47,3673,1
3,195,3,1,10,2021,1
4,252,2,1,51,2658,1
3,272,3,1,48,3780,1
2,141,3,1,27,1628,1
3,224,3,0,45,3624,1
6,270,3,0,56,3251,1
6,236,3,1,6,2639,1
3,227,3,1,47,3512,1
3,262,3,0,7,2424,1
3,228,2,0,45,2257,1
4,176,3,0,23,1909,1
4,147,3,1,44,1873,1
5,196,3,1,44,2085,1
3,112,5,1,41,1249,1
4,221,2,1,54,3065,1
3,154,3,1,46,1312,1
4,200,3,0,19,2976,1
2,216,2,1,57,3807,1
3,185,3,1,3,3051,1
4,199,3,0,23,2994,1
5,265,3,0,12,2892,1
3,263,3,0,57,2113,1
4,181,2,0,28,2815,1
4,163,2,0,12,1092,1
5,260,2,1,23,3962,1
6,159,5,1,22,1247,1
4,227,3,1,54,3043,1
3,104,5,1,41,1936,1
3,188,4,0,49,3067,1
5,202,3,2,41,3536,1
3,213,6,0,17,2424,1
3,211,2,0,45,3332,1
4,232,3,1,61,2484,1
4,143,2,2,39,1727,1
5,196,3,1,24,2957,1
4,150,6,1,42,1070,1
5,222,3,2,21,2351,1
3,203,3,2,3,2791,1
5,178,3,1,60,1176,1
4,272,2,0,21,3271,1
4,182,3,0,58,3943,1
4,205,3,0,11,2255,1
3,171,3,1,11,1282,1
4,172,2,0,48,1993,1
3,210,2,1,30,3928,1
2,264,3,1,10,3409,1
4,181,4,0,46,2399,1
3,240,3,1,54,2919,1
4,140,4,1,46,1442,1
6,283,5,1,35,2686,1
4,263,4,1,23,2960,1
4,136,3,2,35,1234,1
4,145,4,0,35,1210,1
3,162,2,0,42,1763,1
5,230,6,0,60,2067,1
3,148,5,1,61,1452,1
3,175,3,2,45,1212,1
4,227,2,2,35,3583,1
4,177,4,0,13,1569,1
6,257,3,1,60,3416,1
5,198,5,1,36,2803,1
3,251,3,1,59,3651,1
5,158,3,1,47,1246,1
4,171,6,1,27,1840,1
4,260,2,0,2,2980,1
3,263,3,0,42,2992,1
6,269,2,2,43,2300,1
3,224,2,0,37,3220,1
4,118,5,0,50,1413,1
5,186,10,0,64,2529,1
5,191,2,2,34,2708,1
5,174,6,1,26,1184,1
3,140,2,1,55,1339,1
4,193,2,2,48,2371,1
3,148,10,2,12,1779,1
2,176,5,0,55,1211,1
4,135,10,1,35,1989,1
6,154,10,1,48,1990,1
4,143,8,0,44,1756,1
4,173,2,0,10,1179,1
4,262,3,1,38,3139,1
4,171,3,0,58,1516,1
4,246,2,0,55,2387,1
3,266,2,2,55,2779,1
4,127,8,0,39,1411,1
5,167,8,0,28,1921,1
4,187,4,1,37,2200,1
3,162,2,0,54,1614,1
5,230,6,0,10,3604,1
3,148,5,1,50,1540,1
3,175,3,2,55,1229,1
4,227,2,2,60,3080,1
4,177,4,0,38,1767,1
6,257,3,1,37,2239,1
5,198,5,1,49,3187,1
3,251,3,1,18,2240,1
5,158,3,1,16,1499,1
4,171,6,1,9,1909,1
4,260,2,0,38,2526,1
3,263,3,0,25,3689,1
6,269,2,2,47,4000,1
3,224,2,0,49,3749,1
4,118,5,0,15,1601,1
5,186,10,0,24,3621,1
5,191,2,2,6,2059,1
5,174,6,1,44,1635,1
3,140,2,1,55,1847,1
4,193,2,2,37,3510,1
3,148,10,2,35,1597,1
2,176,5,0,29,1254,1
4,135,10,1,57,1361,1
6,154,10,1,14,1204,1
4,143,8,0,38,1095,1
4,173,2,0,30,1336,1
4,262,3,1,46,2904,1
4,171,3,0,21,1683,1
4,246,2,0,11,2282,1
3,266,2,2,49,2643,1
4,127,8,0,12,1519,1
5,167,8,0,44,1547,1
4,187,4,1,49,3225,1
6,294,4,0,35,1625,1
4,158,4,0,13,1785,1
6,135,5,0,55,1078,1
4,238,3,0,28,1915,1
6,213,3,0,63,1548,1
4,237,2,1,21,1495,1
4,257,3,0,47,1308,1
5,198,5,0,65,1994,1
3,218,3,1,48,3425,1
4,236,4,0,65,2280,1
3,100,3,0,17,1129,1
3,154,2,0,44,1994,1
5,238,3,0,32,3832,1
5,128,5,0,34,1008,1
4,140,3,1,9,1431,1
2,187,3,0,50,3878,1
4,256,3,0,15,3155,1
3,270,4,0,18,2397,1
4,202,2,0,45,3008,1
3,256,3,0,62,2971,1
4,135,2,1,37,1597,1
4,184,4,1,8,2306,1
5,169,4,1,23,1922,1
3,178,4,1,48,1079,1
4,265,3,1,41,3101,1
4,217,2,1,22,2138,1
3,258,2,1,11,2791,1
3,218,2,1,9,2069,1
3,135,2,1,7,1316,1
3,150,2,1,61,1053,1
3,200,3,1,49,2942,1
6,136,3,2,12,1592,1
3,119,2,0,32,1791,1
5,212,6,1,5,2041,1
4,272,2,0,57,2377,1
4,166,3,0,5,1610,1
3,176,3,2,1,1982,1
2,280,4,0,17,3555,1
3,169,2,1,19,1922,1
3,231,6,1,64,3627,1
4,140,2,0,5,1274,1
3,183,3,1,44,3158,1
4,157,3,1,28,1557,1
4,210,4,1,28,3905,1
4,227,4,0,20,2217,1
4,250,2,1,45,3021,1
6,171,5,2,61,1947,1
4,136,2,1,17,1285,1
4,258,3,1,58,2579,1
6,271,5,0,14,2514,1
4,197,3,0,29,2915,1
5,217,3,0,27,2999,1
4,247,3,0,9,2414,1
4,192,4,1,46,3599,1
3,254,3,1,6,3496,1
5,226,3,1,65,3840,1
5,197,2,0,48,2481,1
3,203,4,1,12,2779,1
4,196,3,1,16,3722,1
2,180,3,0,33,1217,1
3,219,3,0,54,3145,1
4,266,2,0,15,3425,1
5,144,2,0,20,1082,1
5,197,2,0,12,3400,1
4,258,3,1,4,3686,1
3,187,3,0,63,2481,1
5,184,3,0,9,3332,1
4,142,2,1,63,1615,1
3,283,5,0,50,2848,1
4,221,2,0,13,3097,1
3,233,5,0,44,2010,1
6,129,5,0,58,1463,1
3,154,2,1,43,1542,1
4,158,3,1,63,1387,1
5,236,6,1,9,3715,1
3,257,3,0,52,2170,1
4,160,3,1,50,1511,1
4,255,4,0,62,3198,1
4,210,2,1,22,3124,1
5,169,4,1,37,1290,1
3,275,2,2,1,2597,1
3,185,3,1,47,2467,1
3,213,2,1,54,2809,1
3,179,3,2,57,1582,1
3,110,3,0,7,1235,1
3,216,3,0,41,2042,1
4,267,3,1,37,2716,1
5,214,2,1,1,3709,1
5,196,3,0,38,2211,1
2,192,2,0,8,3127,1
4,191,3,0,4,2724,1
3,222,3,1,57,2714,1
3,141,3,1,10,1751,1
4,242,3,0,1,2808,1
3,212,2,2,13,2733,1
5,133,3,1,21,1648,1
5,254,5,0,35,2508,1
4,190,3,1,2,2125,1
5,185,3,0,25,2503,1
3,191,3,1,54,3890,1
4,158,2,1,15,1030,1
3,171,3,0,49,1333,1
3,160,2,1,32,1085,1
4,235,3,0,21,3088,1
4,247,3,0,55,2361,1
4,152,3,1,65,1706,1
4,138,3,1,15,1080,1
5,270,2,2,43,2971,1
6,193,4,1,8,2952,1
4,252,2,1,1,2336,1
3,203,2,1,51,3976,1
5,141,3,1,64,1677,1
4,197,3,0,20,3617,1
6,142,3,0,54,1332,1
3,161,3,0,25,1048,1
2,139,3,1,23,1283,1
2,186,2,0,17,3896,1
5,190,3,0,52,2611,1
5,186,4,0,23,3981,1
3,181,3,0,29,2164,1
4,111,6,0,8,1145,1
2,159,3,1,62,1124,1
4,205,3,1,44,2291,1
5,134,3,2,12,1775,1
3,191,3,0,4,3947,1
2,141,2,1,28,1624,1
5,225,2,1,31,3454,1
3,171,3,1,24,1300,1
4,286,5,0,37,2938,1
3,255,5,0,1,2713,1
4,113,6,1,25,1538,1
5,201,3,1,65,2488,1
3,184,3,1,49,2823,1
3,199,2,1,18,3346,1
4,255,2,1,29,2267,1
4,269,4,1,60,3456,1
5,260,2,0,23,3065,1
3,198,4,1,44,2848,1
4,256,2,1,10,3128,1
3,140,4,0,27,1184,1
3,165,4,1,7,1627,1
3,144,3,0,1,1274,1
2,240,3,0,53,2980,1
4,183,4,0,15,3632,1
5,201,2,0,4,3757,1
4,216,2,1,6,3255,1
4,218,3,0,25,2682,1
3,147,3,0,2,1307,1
3,264,2,1,1,3947,1
4,145,3,0,43,1651,1
3,264,6,0,30,2751,1
4,253,2,1,43,2589,1
2,257,6,0,5,3986,1
4,202,3,2,59,2563,1
5,245,4,1,12,2225,1
4,162,2,0,47,1540,1
3,158,3,1,39,1512,1
3,182,3,1,40,3536,1
3,218,3,1,4,3534,1
4,201,3,1,41,3563,1
5,184,4,1,38,2232,1
4,241,3,1,61,3812,1
5,263,2,1,59,3238,1
5,230,2,1,36,3381,1
3,240,3,0,28,2356,1
4,233,3,1,43,3856,1
4,237,2,1,22,2912,1
5,144,3,0,59,1178,1
3,167,3,0,1,1252,1
4,138,3,0,64,1708,1
5,165,2,1,51,1429,1
4,247,4,0,19,3838,1
3,152,6,0,7,1674,1
5,199,4,0,24,3473,1
5,268,3,1,6,2206,1
4,150,2,0,30,1782,1
5,190,4,1,47,3644,1
4,153,4,0,36,1171,1
4,185,3,0,27,3410,1
5,274,3,1,58,2098,1
4,258,2,2,11,2252,1
3,110,3,0,54,1155,1
3,240,6,0,21,3559,1
6,118,2,0,6,1726,1
3,243,2,0,38,3850,1
6,225,6,0,44,2057,1
3,238,4,1,49,3179,1
4,127,5,0,16,1955,1
3,166,2,0,45,1665,1
3,180,3,0,29,1414,1
4,161,2,1,59,1941,1
5,230,3,0,43,2994,1
5,167,3,0,51,1573,1
4,186,3,0,16,2693,1
4,150,3,2,9,1620,1
4,253,7,1,37,2955,1
5,239,2,1,59,2897,1
6,294,4,0,57,1265,1
4,158,4,0,45,1758,1
6,135,5,0,20,1266,1
4,238,3,0,28,1040,1
6,213,3,0,17,1656,1
5,165,2,1,18,1918,1
4,247,4,0,16,2362,1
3,152,6,0,32,1158,1
5,199,4,0,24,3443,1
5,268,3,1,41,3716,1
4,150,2,0,51,1491,1
5,190,4,1,24,3446,1
4,153,4,0,7,1130,1
4,185,3,0,13,2080,1
5,274,3,1,54,2905,1
4,258,2,2,5,3512,1
3,110,3,0,55,1281,1
3,240,6,0,26,2683,1
6,118,2,0,2,1744,1
3,243,2,0,14,3693,1
6,225,6,0,55,2052,1
3,238,4,1,57,3537,1
4,127,5,0,5,1205,1
3,166,2,0,45,1791,1
3,180,3,0,6,1228,1
4,161,2,1,55,1457,1
5,230,3,0,39,3989,1
5,167,3,0,53,1564,1
4,186,3,0,25,3851,1
4,150,3,2,32,1689,1
4,253,7,1,11,3825,1
5,239,2,1,15,2471,1
6,294,4,0,52,1667,1
4,158,4,0,4,1595,1
6,135,5,0,26,1585,1
4,238,3,0,9,1724,1
6,265,3,0,3,1904,1
5,180,5,1,35,1725,1
7,229,3,0,43,1793,1
3,176,3,0,51,1297,1
3,172,2,1,60,1840,1
6,100,4,1,3,1440,1
4,142,6,0,6,1459,1
4,153,3,1,2,1095,1
3,160,4,0,56,1408,1
4,217,3,1,16,3444,1
3,273,3,0,41,3464,1
3,133,3,0,17,1187,1
3,155,4,0,54,1885,1
5,184,4,1,2,3798,1
5,230,3,1,43,3609,1
3,254,3,2,53,3538,1
4,108,6,1,46,1882,1
4,154,3,0,52,1367,1
5,177,3,0,1,1916,1
3,162,2,1,65,1184,1
3,285,6,0,27,2249,1
3,257,3,0,6,3620,1
4,143,3,0,48,1922,1
6,223,6,1,29,2980,1
3,230,2,0,27,3840,1
4,241,4,1,58,2874,1
3,156,3,1,44,1424,1
4,232,4,0,27,3436,1
3,231,3,0,55,3952,1
3,183,2,1,52,2078,1
4,240,3,0,50,2430,1
4,218,2,1,27,2824,1
5,248,3,0,37,3830,1
4,170,2,1,33,1980,1
3,226,3,0,11,3708,1
4,232,3,0,11,2624,1
4,192,3,0,15,3460,1
3,250,4,0,11,3464,1
5,224,3,1,48,2298,1
3,167,3,1,42,1363,1
2,123,2,1,11,1383,1
5,243,2,1,4,3681,1
4,233,2,0,45,2732,1
3,201,2,2,36,3340,1
3,230,2,1,18,2832,1
4,271,3,0,59,2996,1
4,159,3,1,13,1445,1
3,249,3,0,55,3375,1
3,137,3,1,17,1212,1
3,225,3,1,8,3813,1
4,226,3,0,28,2211,1
4,174,3,0,49,1141,1
5,264,5,0,27,3118,1
4,151,3,1,6,1930,1
3,180,2,0,65,1321,1
3,149,2,1,37,1080,1
3,209,3,0,20,3181,1
6,219,6,0,10,2385,1
4,164,3,0,28,1880,1
3,268,3,1,3,3040,1
4,204,4,1,35,2513,1
5,226,3,1,23,2626,1
5,105,5,0,1,1101,1
4,153,3,0,10,1183,1
3,192,2,1,5,2339,1
4,199,2,0,28,2607,1
5,156,4,1,39,1204,1
3,180,2,0,53,1853,1
4,162,2,1,62,1650,1
5,284,6,0,9,3912,1
4,271,2,2,33,3269,1
3,269,2,1,38,2195,1
3,135,3,0,11,1740,1
5,200,2,0,2,2075,1
5,206,6,1,23,2016,1
4,229,4,0,32,3518,1
5,267,3,0,48,3393,1
4,135,2,1,64,1471,1
4,259,2,1,15,2381,1
3,223,2,1,30,3622,1
3,245,4,0,20,2534,1
4,207,3,0,20,2637,1
5,171,3,1,62,1304,1
3,130,5,0,27,1891,1
3,241,3,1,60,3922,1
4,261,3,0,33,3678,1
3,182,3,1,34,3595,1
3,270,4,2,29,3768,1
3,157,4,1,26,1969,1
3,172,4,0,33,1989,1
3,205,2,1,2,2910,1
4,268,3,1,7,3622,1
3,156,3,1,1,1517,1
3,202,2,0,4,3372,1
3,249,3,0,43,3277,1
3,141,3,1,41,1801,1
3,230,2,1,28,3646,1
5,229,2,1,59,3844,1
4,146,4,0,25,1606,1
3,162,2,0,26,1659,1
5,241,3,0,39,3743,1
3,271,2,0,14,2163,1
3,166,3,2,31,1117,1
3,171,3,1,28,1075,1
3,169,2,0,20,1021,1
3,137,3,0,47,1611,1
3,211,3,0,56,3654,1
4,171,3,1,2,1114,1
4,142,4,1,2,1461,1
3,184,4,1,10,2972,1
6,111,6,2,28,1216,1
2,278,4,0,34,3416,1
3,160,2,1,41,1495,1
3,212,2,1,56,3976,1
3,175,2,0,59,1051,1
4,251,3,1,46,2632,1
3,205,2,0,15,3231,1
5,163,3,0,54,1536,1
4,272,2,0,27,2030,1
4,134,3,1,37,1818,1
5,259,2,1,63,2583,1
3,246,3,1,45,3945,1
4,211,2,1,44,3099,1
4,190,2,1,6,3595,1
4,233,5,1,44,2648,1
5,199,2,2,20,2553,1
5,191,3,2,52,2028,1
4,148,3,0,30,1731,1
2,177,6,1,41,1772,1
3,171,2,0,1,1629,1
3,237,3,1,57,3761,1
4,265,3,1,47,3307,1
4,136,2,1,19,1387,1
3,145,2,2,25,1851,1
4,238,2,0,3,2241,1
4,210,3,1,14,3666,1
5,159,4,0,38,1277,1
4,232,2,1,26,3300,1
3,174,3,0,4,1337,1
5,129,5,1,35,1458,1
3,201,4,1,7,2299,1
5,151,4,0,12,1145,1
2,252,3,0,12,2800,1
5,156,3,1,58,1218,1
6,215,5,0,13,3899,1
4,153,3,0,13,1402,1
5,261,3,0,25,3494,1
5,263,3,1,61,2606,1
5,153,6,1,35,1082,1
3,137,3,2,28,1815,1
3,270,5,0,31,3737,1
5,167,2,0,62,1884,1
3,143,3,0,64,1630,1
5,214,3,0,31,2033,1
2,182,2,1,14,3751,1
3,234,2,2,4,2701,1
4,181,2,1,59,2239,1
2,162,3,0,34,1558,1
5,185,4,1,31,3565,1
4,199,2,1,4,3351,1
4,272,3,1,49,2803,1
5,252,2,0,11,3036,1
4,156,3,0,2,1127,1
4,173,3,1,63,1220,1
3,148,4,1,38,1322,1
4,158,3,1,27,1207,1
5,261,3,0,62,3352,1
2,105,2,1,54,1707,1
3,193,3,2,57,3364,1
3,198,3,0,49,2446,1
4,213,3,1,42,3121,1
4,244,3,0,59,3073,1
6,241,6,2,61,2806,1
4,278,6,0,4,3909,1
2,145,2,0,1,1126,1
5,140,4,2,58,1175,1
4,209,3,1,37,3026,1
3,233,3,1,35,2204,1
3,227,3,1,52,3336,1
5,258,2,1,22,3713,1
5,259,3,0,38,3720,1
3,153,2,0,44,1585,1
3,181,3,1,22,3575,1
4,143,8,1,39,1345,1
5,111,5,1,3,1711,1
4,198,2,1,51,2820,1
3,121,3,0,63,1611,1
3,204,3,1,48,2792,1
4,203,5,0,36,3912,1
4,167,3,0,10,1616,1
4,270,3,1,64,2406,1
5,260,2,2,58,2018,1
3,180,3,2,21,1047,1
3,157,2,1,12,1694,1
3,156,6,0,45,1602,1
4,236,7,1,62,2280,1
5,240,7,1,57,2708,1
4,104,7,1,46,1438,1
4,140,3,1,49,1820,1
3,150,3,1,29,1354,1
6,286,7,1,65,3362,1
5,224,8,0,49,3282,1
3,204,3,0,49,3225,1
5,266,7,0,12,2056,1
6,241,6,2,8,3878,1
4,278,6,0,36,2330,1
2,145,2,0,49,1177,1
5,140,4,2,5,1130,1
4,209,3,1,52,2740,1
3,233,3,1,1,2744,1
3,227,3,1,21,2351,1
5,258,2,1,24,2878,1
5,259,3,0,45,3335,1
3,153,2,0,39,1328,1
3,181,3,1,45,3786,1
4,143,8,1,12,1326,1
5,111,5,1,42,1587,1
4,198,2,1,64,3787,1
3,121,3,0,10,1701,1
3,204,3,1,27,2772,1
4,203,5,0,20,3098,1
4,167,3,0,57,1782,1
4,270,3,1,20,3185,1
5,260,2,2,63,2715,1
3,180,3,2,56,1684,1
3,157,2,1,62,1366,1
3,156,6,0,65,1308,1
4,236,7,1,44,3808,1
5,240,7,1,47,2174,1
4,104,7,1,52,1083,1
4,140,3,1,4,1467,1
3,150,3,1,4,1910,1
6,286,7,1,7,2338,1
5,224,8,0,48,2627,1
3,204,3,0,45,2513,1
5,266,7,0,40,2304,1
4,268,3,0,59,2083,1
4,267,4,0,20,3132,1
3,223,4,0,46,3938,1
5,164,5,0,52,1644,1
4,209,4,0,10,3370,1
3,192,3,0,19,3183,1
3,260,3,1,52,2874,1
2,137,5,1,3,1037,1
3,267,2,0,18,2435,1
3,111,3,1,54,1712,1
3,240,2,1,2,3729,1
5,234,3,1,40,3340,1
4,190,2,1,37,2563,1
5,265,2,2,24,2415,1
3,189,3,1,37,3492,1
2,121,3,1,25,1124,1
4,101,6,0,37,1344,1
3,250,3,1,9,2752,1
4,247,3,1,64,2198,1
4,162,3,1,41,1104,1
2,219,3,0,56,3608,1
5,258,2,1,48,3717,1
5,221,2,0,59,3444,1
2,137,3,2,41,1176,1
3,174,2,1,51,1430,1
4,189,3,1,6,3671,1
4,212,4,1,2,3830,1
6,183,2,0,57,3966,1
3,180,2,0,26,1715,1
5,150,5,1,61,1091,1
4,246,3,1,52,2440,1
3,263,3,2,44,3802,1
4,204,2,0,29,2941,1
3,223,4,0,20,3955,1
3,193,2,0,60,2581,1
3,138,3,0,41,1914,1
5,188,3,1,50,3992,1
4,201,3,0,46,3641,1
3,245,2,1,16,2577,1
3,262,3,0,54,3150,1
4,147,5,1,33,1886,1
3,254,3,1,35,2965,1
4,213,4,0,37,2184,1
3,152,2,0,32,1665,1
4,227,3,0,54,3972,1
2,206,3,0,46,2944,1
3,242,5,0,5,2307,1
4,200,3,1,45,2486,1
4,142,2,0,26,1683,1
3,275,3,0,61,2123,1
6,222,5,1,26,3137,1
3,101,2,1,56,1184,1
4,178,3,2,22,1907,1
3,243,3,1,31,3943,1
2,177,4,0,63,1058,1
3,270,3,1,31,2377,1
5,186,4,1,11,3676,1
5,133,4,1,29,1094,1
3,263,4,1,8,2599,1
5,248,3,1,4,2207,1
5,150,3,1,63,1807,1
3,203,4,1,46,3640,1
2,249,2,0,1,2905,1
3,238,3,1,54,2860,1
5,181,4,1,32,3893,1
3,138,4,0,56,1440,1
4,139,3,1,47,1323,1
2,192,2,0,31,2621,1
5,241,3,1,40,3484,1
3,188,3,0,33,3335,1
6,278,2,1,12,2112,1
4,144,2,2,35,1072,1
4,208,2,1,33,2170,1
3,208,2,0,41,2036,1
4,210,3,1,11,2655,1
3,237,3,1,47,3625,1
4,192,3,0,25,2443,1
6,143,5,0,17,1955,1
3,234,3,2,60,2596,1
4,147,2,0,17,1057,1
5,226,2,0,18,2582,1
4,263,2,0,62,2267,1
4,147,3,0,11,1434,1
3,174,4,0,18,1072,1
3,142,4,0,4,1583,1
4,136,3,0,6,1900,1
3,192,3,1,35,2258,1
3,184,5,2,26,3336,1
6,260,4,2,10,2756,1
5,160,3,2,25,1977,1
3,262,2,0,28,2940,1
4,217,3,0,51,3144,1
3,267,5,0,48,2622,1
5,195,2,0,4,3108,1
4,152,2,1,18,1537,1
4,178,3,0,23,1695,1
4,190,4,1,61,2077,1
3,286,3,1,12,3817,1
2,167,2,0,46,1023,1
2,148,6,1,63,1279,1
4,218,4,0,50,3990,1
5,272,2,1,37,2226,1
4,147,2,2,52,1570,1
4,263,3,1,32,3723,1
5,189,4,2,16,3564,1
3,242,3,0,7,3127,1
5,204,2,0,40,2181,1
3,229,3,1,2,3963,1
3,180,2,0,33,1444,1
5,190,4,1,12,2947,1
6,154,5,1,19,1842,1
4,134,3,0,21,1955,1
3,206,2,1,62,3558,1
3,169,2,1,61,1511,1
4,237,2,1,6,2965,1
4,146,2,0,52,1459,1
5,187,3,1,11,2936,1
5,206,3,0,53,2182,1
5,208,4,1,10,2419,1
4,149,4,0,40,1102,1
6,148,4,0,56,1511,1
4,135,2,0,54,1011,1
4,242,3,1,35,3556,1
5,231,4,1,41,2992,1
6,205,5,1,61,2018,1
4,137,2,1,37,1447,1
3,202,4,2,20,3655,1
3,163,3,1,59,1005,1
2,128,2,0,17,1824,1
3,165,3,2,35,1459,1
4,242,2,0,34,3966,1
5,229,2,1,9,3667,1
5,191,3,0,56,3538,1
3,231,2,1,49,2341,1
3,183,3,1,51,3863,1
3,195,3,2,5,3251,1
3,249,2,0,26,2029,1
3,151,3,0,16,1020,1
4,140,2,0,60,1950,1
4,151,2,1,6,1114,1
2,109,3,1,12,1715,1
5,180,2,0,35,1204,1
4,151,5,2,28,1148,1
2,188,3,0,62,2106,1
4,274,2,0,11,3013,1
3,187,2,1,50,2598,1
4,185,2,1,4,2212,1
3,187,2,1,54,3290,1
5,260,3,0,43,2143,1
3,191,3,0,5,2007,1
3,203,2,0,15,2281,1
4,144,4,0,63,1881,1
5,281,4,2,5,3357,1
2,169,3,1,48,1279,1
4,201,2,1,18,3461,1
4,226,5,1,12,2708,1
6,176,5,0,7,1767,1
3,228,4,1,57,2243,1
4,260,3,0,14,2071,1
4,268,3,0,17,3085,1
4,188,3,0,6,3361,1
4,213,3,1,11,2037,1
4,259,2,1,44,2132,1
3,257,2,2,46,2848,1
4,163,3,0,38,1146,1
2,211,3,1,12,3296,1
3,166,2,1,58,1319,1
3,245,4,2,26,2072,1
5,234,2,1,44,2548,1
4,234,2,2,27,3393,1
3,180,3,0,52,1838,1
4,217,4,1,37,2128,1
4,253,3,0,31,3632,1
3,188,3,1,3,3837,1
2,274,3,2,24,3829,1
3,136,2,1,54,1056,1
3,143,2,0,17,1422,1
3,267,3,0,57,3257,1
3,198,2,1,20,2266,1
4,201,10,1,17,2059,1
3,241,10,1,31,2724,1
5,269,3,1,2,2136,1
5,123,2,0,60,1653,1
3,178,2,0,32,1329,1
3,203,3,0,18,3127,1
3,169,10,1,15,1107,1
3,190,10,1,27,2739,1
3,190,7,1,7,2400,1
4,238,10,1,38,3556,1
5,247,10,1,61,2206,1
4,190,10,0,35,3819,1
3,168,3,0,5,1143,1
2,190,3,0,51,2380,1
